index,from_square,action_type,move,action_desc
3504,a7,0,a7a8,북(N) 방향 거리 1
3505,a7,1,,북(N) 방향 거리 2
3506,a7,2,,북(N) 방향 거리 3
3507,a7,3,,북(N) 방향 거리 4
3508,a7,4,,북(N) 방향 거리 5
3509,a7,5,,북(N) 방향 거리 6
3510,a7,6,,북(N) 방향 거리 7
3511,a7,7,a7b7,동(E) 방향 거리 1
3512,a7,8,a7c7,동(E) 방향 거리 2
3513,a7,9,a7d7,동(E) 방향 거리 3
3514,a7,10,a7e7,동(E) 방향 거리 4
3515,a7,11,a7f7,동(E) 방향 거리 5
3516,a7,12,a7g7,동(E) 방향 거리 6
3517,a7,13,a7h7,동(E) 방향 거리 7
3518,a7,14,a7a6,남(S) 방향 거리 1
3519,a7,15,a7a5,남(S) 방향 거리 2
3520,a7,16,a7a4,남(S) 방향 거리 3
3521,a7,17,a7a3,남(S) 방향 거리 4
3522,a7,18,a7a2,남(S) 방향 거리 5
3523,a7,19,a7a1,남(S) 방향 거리 6
3524,a7,20,,남(S) 방향 거리 7
3525,a7,21,,서(W) 방향 거리 1
3526,a7,22,,서(W) 방향 거리 2
3527,a7,23,,서(W) 방향 거리 3
3528,a7,24,,서(W) 방향 거리 4
3529,a7,25,,서(W) 방향 거리 5
3530,a7,26,,서(W) 방향 거리 6
3531,a7,27,,서(W) 방향 거리 7
3532,a7,28,a7b8,북동(NE) 방향 거리 1
3533,a7,29,,북동(NE) 방향 거리 2
3534,a7,30,,북동(NE) 방향 거리 3
3535,a7,31,,북동(NE) 방향 거리 4
3536,a7,32,,북동(NE) 방향 거리 5
3537,a7,33,,북동(NE) 방향 거리 6
3538,a7,34,,북동(NE) 방향 거리 7
3539,a7,35,,북서(NW) 방향 거리 1
3540,a7,36,,북서(NW) 방향 거리 2
3541,a7,37,,북서(NW) 방향 거리 3
3542,a7,38,,북서(NW) 방향 거리 4
3543,a7,39,,북서(NW) 방향 거리 5
3544,a7,40,,북서(NW) 방향 거리 6
3545,a7,41,,북서(NW) 방향 거리 7
3546,a7,42,a7b6,남동(SE) 방향 거리 1
3547,a7,43,a7c5,남동(SE) 방향 거리 2
3548,a7,44,a7d4,남동(SE) 방향 거리 3
3549,a7,45,a7e3,남동(SE) 방향 거리 4
3550,a7,46,a7f2,남동(SE) 방향 거리 5
3551,a7,47,a7g1,남동(SE) 방향 거리 6
3552,a7,48,,남동(SE) 방향 거리 7
3553,a7,49,,남서(SW) 방향 거리 1
3554,a7,50,,남서(SW) 방향 거리 2
3555,a7,51,,남서(SW) 방향 거리 3
3556,a7,52,,남서(SW) 방향 거리 4
3557,a7,53,,남서(SW) 방향 거리 5
3558,a7,54,,남서(SW) 방향 거리 6
3559,a7,55,,남서(SW) 방향 거리 7
3560,a7,56,,"나이트 이동 (+1,+2)"
3561,a7,57,a7c8,"나이트 이동 (+2,+1)"
3562,a7,58,a7c6,"나이트 이동 (+2,−1)"
3563,a7,59,a7b5,"나이트 이동 (+1,−2)"
3564,a7,60,,"나이트 이동 (−1,−2)"
3565,a7,61,,"나이트 이동 (−2,−1)"
3566,a7,62,,"나이트 이동 (−2,+1)"
3567,a7,63,,"나이트 이동 (−1,+2)"
3568,a7,64,a7a8=N,폰 직진 승격 → 나이트
3569,a7,65,a7a8=B,폰 직진 승격 → 비숍
3570,a7,66,a7a8=R,폰 직진 승격 → 룩
3571,a7,67,a7b8=N,폰 대각선 우 승격 → 나이트
3572,a7,68,a7b8=B,폰 대각선 우 승격 → 비숍
3573,a7,69,a7b8=R,폰 대각선 우 승격 → 룩
3574,a7,70,,폰 대각선 좌 승격 → 나이트
3575,a7,71,,폰 대각선 좌 승격 → 비숍
3576,a7,72,,폰 대각선 좌 승격 → 룩
3577,b7,0,b7b8,북(N) 방향 거리 1
3578,b7,1,,북(N) 방향 거리 2
3579,b7,2,,북(N) 방향 거리 3
3580,b7,3,,북(N) 방향 거리 4
3581,b7,4,,북(N) 방향 거리 5
3582,b7,5,,북(N) 방향 거리 6
3583,b7,6,,북(N) 방향 거리 7
3584,b7,7,b7c7,동(E) 방향 거리 1
3585,b7,8,b7d7,동(E) 방향 거리 2
3586,b7,9,b7e7,동(E) 방향 거리 3
3587,b7,10,b7f7,동(E) 방향 거리 4
3588,b7,11,b7g7,동(E) 방향 거리 5
3589,b7,12,b7h7,동(E) 방향 거리 6
3590,b7,13,,동(E) 방향 거리 7
3591,b7,14,b7b6,남(S) 방향 거리 1
3592,b7,15,b7b5,남(S) 방향 거리 2
3593,b7,16,b7b4,남(S) 방향 거리 3
3594,b7,17,b7b3,남(S) 방향 거리 4
3595,b7,18,b7b2,남(S) 방향 거리 5
3596,b7,19,b7b1,남(S) 방향 거리 6
3597,b7,20,,남(S) 방향 거리 7
3598,b7,21,b7a7,서(W) 방향 거리 1
3599,b7,22,,서(W) 방향 거리 2
3600,b7,23,,서(W) 방향 거리 3
3601,b7,24,,서(W) 방향 거리 4
3602,b7,25,,서(W) 방향 거리 5
3603,b7,26,,서(W) 방향 거리 6
3604,b7,27,,서(W) 방향 거리 7
3605,b7,28,b7c8,북동(NE) 방향 거리 1
3606,b7,29,,북동(NE) 방향 거리 2
3607,b7,30,,북동(NE) 방향 거리 3
3608,b7,31,,북동(NE) 방향 거리 4
3609,b7,32,,북동(NE) 방향 거리 5
3610,b7,33,,북동(NE) 방향 거리 6
3611,b7,34,,북동(NE) 방향 거리 7
3612,b7,35,b7a8,북서(NW) 방향 거리 1
3613,b7,36,,북서(NW) 방향 거리 2
3614,b7,37,,북서(NW) 방향 거리 3
3615,b7,38,,북서(NW) 방향 거리 4
3616,b7,39,,북서(NW) 방향 거리 5
3617,b7,40,,북서(NW) 방향 거리 6
3618,b7,41,,북서(NW) 방향 거리 7
3619,b7,42,b7c6,남동(SE) 방향 거리 1
3620,b7,43,b7d5,남동(SE) 방향 거리 2
3621,b7,44,b7e4,남동(SE) 방향 거리 3
3622,b7,45,b7f3,남동(SE) 방향 거리 4
3623,b7,46,b7g2,남동(SE) 방향 거리 5
3624,b7,47,b7h1,남동(SE) 방향 거리 6
3625,b7,48,,남동(SE) 방향 거리 7
3626,b7,49,b7a6,남서(SW) 방향 거리 1
3627,b7,50,,남서(SW) 방향 거리 2
3628,b7,51,,남서(SW) 방향 거리 3
3629,b7,52,,남서(SW) 방향 거리 4
3630,b7,53,,남서(SW) 방향 거리 5
3631,b7,54,,남서(SW) 방향 거리 6
3632,b7,55,,남서(SW) 방향 거리 7
3633,b7,56,,"나이트 이동 (+1,+2)"
3634,b7,57,b7d8,"나이트 이동 (+2,+1)"
3635,b7,58,b7d6,"나이트 이동 (+2,−1)"
3636,b7,59,b7c5,"나이트 이동 (+1,−2)"
3637,b7,60,b7a5,"나이트 이동 (−1,−2)"
3638,b7,61,,"나이트 이동 (−2,−1)"
3639,b7,62,,"나이트 이동 (−2,+1)"
3640,b7,63,,"나이트 이동 (−1,+2)"
3641,b7,64,b7b8=N,폰 직진 승격 → 나이트
3642,b7,65,b7b8=B,폰 직진 승격 → 비숍
3643,b7,66,b7b8=R,폰 직진 승격 → 룩
3644,b7,67,b7c8=N,폰 대각선 우 승격 → 나이트
3645,b7,68,b7c8=B,폰 대각선 우 승격 → 비숍
3646,b7,69,b7c8=R,폰 대각선 우 승격 → 룩
3647,b7,70,b7a8=N,폰 대각선 좌 승격 → 나이트
3648,b7,71,b7a8=B,폰 대각선 좌 승격 → 비숍
3649,b7,72,b7a8=R,폰 대각선 좌 승격 → 룩
3650,c7,0,c7c8,북(N) 방향 거리 1
3651,c7,1,,북(N) 방향 거리 2
3652,c7,2,,북(N) 방향 거리 3
3653,c7,3,,북(N) 방향 거리 4
3654,c7,4,,북(N) 방향 거리 5
3655,c7,5,,북(N) 방향 거리 6
3656,c7,6,,북(N) 방향 거리 7
3657,c7,7,c7d7,동(E) 방향 거리 1
3658,c7,8,c7e7,동(E) 방향 거리 2
3659,c7,9,c7f7,동(E) 방향 거리 3
3660,c7,10,c7g7,동(E) 방향 거리 4
3661,c7,11,c7h7,동(E) 방향 거리 5
3662,c7,12,,동(E) 방향 거리 6
3663,c7,13,,동(E) 방향 거리 7
3664,c7,14,c7c6,남(S) 방향 거리 1
3665,c7,15,c7c5,남(S) 방향 거리 2
3666,c7,16,c7c4,남(S) 방향 거리 3
3667,c7,17,c7c3,남(S) 방향 거리 4
3668,c7,18,c7c2,남(S) 방향 거리 5
3669,c7,19,c7c1,남(S) 방향 거리 6
3670,c7,20,,남(S) 방향 거리 7
3671,c7,21,c7b7,서(W) 방향 거리 1
3672,c7,22,c7a7,서(W) 방향 거리 2
3673,c7,23,,서(W) 방향 거리 3
3674,c7,24,,서(W) 방향 거리 4
3675,c7,25,,서(W) 방향 거리 5
3676,c7,26,,서(W) 방향 거리 6
3677,c7,27,,서(W) 방향 거리 7
3678,c7,28,c7d8,북동(NE) 방향 거리 1
3679,c7,29,,북동(NE) 방향 거리 2
3680,c7,30,,북동(NE) 방향 거리 3
3681,c7,31,,북동(NE) 방향 거리 4
3682,c7,32,,북동(NE) 방향 거리 5
3683,c7,33,,북동(NE) 방향 거리 6
3684,c7,34,,북동(NE) 방향 거리 7
3685,c7,35,c7b8,북서(NW) 방향 거리 1
3686,c7,36,,북서(NW) 방향 거리 2
3687,c7,37,,북서(NW) 방향 거리 3
3688,c7,38,,북서(NW) 방향 거리 4
3689,c7,39,,북서(NW) 방향 거리 5
3690,c7,40,,북서(NW) 방향 거리 6
3691,c7,41,,북서(NW) 방향 거리 7
3692,c7,42,c7d6,남동(SE) 방향 거리 1
3693,c7,43,c7e5,남동(SE) 방향 거리 2
3694,c7,44,c7f4,남동(SE) 방향 거리 3
3695,c7,45,c7g3,남동(SE) 방향 거리 4
3696,c7,46,c7h2,남동(SE) 방향 거리 5
3697,c7,47,,남동(SE) 방향 거리 6
3698,c7,48,,남동(SE) 방향 거리 7
3699,c7,49,c7b6,남서(SW) 방향 거리 1
3700,c7,50,c7a5,남서(SW) 방향 거리 2
3701,c7,51,,남서(SW) 방향 거리 3
3702,c7,52,,남서(SW) 방향 거리 4
3703,c7,53,,남서(SW) 방향 거리 5
3704,c7,54,,남서(SW) 방향 거리 6
3705,c7,55,,남서(SW) 방향 거리 7
3706,c7,56,,"나이트 이동 (+1,+2)"
3707,c7,57,c7e8,"나이트 이동 (+2,+1)"
3708,c7,58,c7e6,"나이트 이동 (+2,−1)"
3709,c7,59,c7d5,"나이트 이동 (+1,−2)"
3710,c7,60,c7b5,"나이트 이동 (−1,−2)"
3711,c7,61,c7a6,"나이트 이동 (−2,−1)"
3712,c7,62,c7a8,"나이트 이동 (−2,+1)"
3713,c7,63,,"나이트 이동 (−1,+2)"
3714,c7,64,c7c8=N,폰 직진 승격 → 나이트
3715,c7,65,c7c8=B,폰 직진 승격 → 비숍
3716,c7,66,c7c8=R,폰 직진 승격 → 룩
3717,c7,67,c7d8=N,폰 대각선 우 승격 → 나이트
3718,c7,68,c7d8=B,폰 대각선 우 승격 → 비숍
3719,c7,69,c7d8=R,폰 대각선 우 승격 → 룩
3720,c7,70,c7b8=N,폰 대각선 좌 승격 → 나이트
3721,c7,71,c7b8=B,폰 대각선 좌 승격 → 비숍
3722,c7,72,c7b8=R,폰 대각선 좌 승격 → 룩
3723,d7,0,d7d8,북(N) 방향 거리 1
3724,d7,1,,북(N) 방향 거리 2
3725,d7,2,,북(N) 방향 거리 3
3726,d7,3,,북(N) 방향 거리 4
3727,d7,4,,북(N) 방향 거리 5
3728,d7,5,,북(N) 방향 거리 6
3729,d7,6,,북(N) 방향 거리 7
3730,d7,7,d7e7,동(E) 방향 거리 1
3731,d7,8,d7f7,동(E) 방향 거리 2
3732,d7,9,d7g7,동(E) 방향 거리 3
3733,d7,10,d7h7,동(E) 방향 거리 4
3734,d7,11,,동(E) 방향 거리 5
3735,d7,12,,동(E) 방향 거리 6
3736,d7,13,,동(E) 방향 거리 7
3737,d7,14,d7d6,남(S) 방향 거리 1
3738,d7,15,d7d5,남(S) 방향 거리 2
3739,d7,16,d7d4,남(S) 방향 거리 3
3740,d7,17,d7d3,남(S) 방향 거리 4
3741,d7,18,d7d2,남(S) 방향 거리 5
3742,d7,19,d7d1,남(S) 방향 거리 6
3743,d7,20,,남(S) 방향 거리 7
3744,d7,21,d7c7,서(W) 방향 거리 1
3745,d7,22,d7b7,서(W) 방향 거리 2
3746,d7,23,d7a7,서(W) 방향 거리 3
3747,d7,24,,서(W) 방향 거리 4
3748,d7,25,,서(W) 방향 거리 5
3749,d7,26,,서(W) 방향 거리 6
3750,d7,27,,서(W) 방향 거리 7
3751,d7,28,d7e8,북동(NE) 방향 거리 1
3752,d7,29,,북동(NE) 방향 거리 2
3753,d7,30,,북동(NE) 방향 거리 3
3754,d7,31,,북동(NE) 방향 거리 4
3755,d7,32,,북동(NE) 방향 거리 5
3756,d7,33,,북동(NE) 방향 거리 6
3757,d7,34,,북동(NE) 방향 거리 7
3758,d7,35,d7c8,북서(NW) 방향 거리 1
3759,d7,36,,북서(NW) 방향 거리 2
3760,d7,37,,북서(NW) 방향 거리 3
3761,d7,38,,북서(NW) 방향 거리 4
3762,d7,39,,북서(NW) 방향 거리 5
3763,d7,40,,북서(NW) 방향 거리 6
3764,d7,41,,북서(NW) 방향 거리 7
3765,d7,42,d7e6,남동(SE) 방향 거리 1
3766,d7,43,d7f5,남동(SE) 방향 거리 2
3767,d7,44,d7g4,남동(SE) 방향 거리 3
3768,d7,45,d7h3,남동(SE) 방향 거리 4
3769,d7,46,,남동(SE) 방향 거리 5
3770,d7,47,,남동(SE) 방향 거리 6
3771,d7,48,,남동(SE) 방향 거리 7
3772,d7,49,d7c6,남서(SW) 방향 거리 1
3773,d7,50,d7b5,남서(SW) 방향 거리 2
3774,d7,51,d7a4,남서(SW) 방향 거리 3
3775,d7,52,,남서(SW) 방향 거리 4
3776,d7,53,,남서(SW) 방향 거리 5
3777,d7,54,,남서(SW) 방향 거리 6
3778,d7,55,,남서(SW) 방향 거리 7
3779,d7,56,,"나이트 이동 (+1,+2)"
3780,d7,57,d7f8,"나이트 이동 (+2,+1)"
3781,d7,58,d7f6,"나이트 이동 (+2,−1)"
3782,d7,59,d7e5,"나이트 이동 (+1,−2)"
3783,d7,60,d7c5,"나이트 이동 (−1,−2)"
3784,d7,61,d7b6,"나이트 이동 (−2,−1)"
3785,d7,62,d7b8,"나이트 이동 (−2,+1)"
3786,d7,63,,"나이트 이동 (−1,+2)"
3787,d7,64,d7d8=N,폰 직진 승격 → 나이트
3788,d7,65,d7d8=B,폰 직진 승격 → 비숍
3789,d7,66,d7d8=R,폰 직진 승격 → 룩
3790,d7,67,d7e8=N,폰 대각선 우 승격 → 나이트
3791,d7,68,d7e8=B,폰 대각선 우 승격 → 비숍
3792,d7,69,d7e8=R,폰 대각선 우 승격 → 룩
3793,d7,70,d7c8=N,폰 대각선 좌 승격 → 나이트
3794,d7,71,d7c8=B,폰 대각선 좌 승격 → 비숍
3795,d7,72,d7c8=R,폰 대각선 좌 승격 → 룩
3796,e7,0,e7e8,북(N) 방향 거리 1
3797,e7,1,,북(N) 방향 거리 2
3798,e7,2,,북(N) 방향 거리 3
3799,e7,3,,북(N) 방향 거리 4
3800,e7,4,,북(N) 방향 거리 5
3801,e7,5,,북(N) 방향 거리 6
3802,e7,6,,북(N) 방향 거리 7
3803,e7,7,e7f7,동(E) 방향 거리 1
3804,e7,8,e7g7,동(E) 방향 거리 2
3805,e7,9,e7h7,동(E) 방향 거리 3
3806,e7,10,,동(E) 방향 거리 4
3807,e7,11,,동(E) 방향 거리 5
3808,e7,12,,동(E) 방향 거리 6
3809,e7,13,,동(E) 방향 거리 7
3810,e7,14,e7e6,남(S) 방향 거리 1
3811,e7,15,e7e5,남(S) 방향 거리 2
3812,e7,16,e7e4,남(S) 방향 거리 3
3813,e7,17,e7e3,남(S) 방향 거리 4
3814,e7,18,e7e2,남(S) 방향 거리 5
3815,e7,19,e7e1,남(S) 방향 거리 6
3816,e7,20,,남(S) 방향 거리 7
3817,e7,21,e7d7,서(W) 방향 거리 1
3818,e7,22,e7c7,서(W) 방향 거리 2
3819,e7,23,e7b7,서(W) 방향 거리 3
3820,e7,24,e7a7,서(W) 방향 거리 4
3821,e7,25,,서(W) 방향 거리 5
3822,e7,26,,서(W) 방향 거리 6
3823,e7,27,,서(W) 방향 거리 7
3824,e7,28,e7f8,북동(NE) 방향 거리 1
3825,e7,29,,북동(NE) 방향 거리 2
3826,e7,30,,북동(NE) 방향 거리 3
3827,e7,31,,북동(NE) 방향 거리 4
3828,e7,32,,북동(NE) 방향 거리 5
3829,e7,33,,북동(NE) 방향 거리 6
3830,e7,34,,북동(NE) 방향 거리 7
3831,e7,35,e7d8,북서(NW) 방향 거리 1
3832,e7,36,,북서(NW) 방향 거리 2
3833,e7,37,,북서(NW) 방향 거리 3
3834,e7,38,,북서(NW) 방향 거리 4
3835,e7,39,,북서(NW) 방향 거리 5
3836,e7,40,,북서(NW) 방향 거리 6
3837,e7,41,,북서(NW) 방향 거리 7
3838,e7,42,e7f6,남동(SE) 방향 거리 1
3839,e7,43,e7g5,남동(SE) 방향 거리 2
3840,e7,44,e7h4,남동(SE) 방향 거리 3
3841,e7,45,,남동(SE) 방향 거리 4
3842,e7,46,,남동(SE) 방향 거리 5
3843,e7,47,,남동(SE) 방향 거리 6
3844,e7,48,,남동(SE) 방향 거리 7
3845,e7,49,e7d6,남서(SW) 방향 거리 1
3846,e7,50,e7c5,남서(SW) 방향 거리 2
3847,e7,51,e7b4,남서(SW) 방향 거리 3
3848,e7,52,e7a3,남서(SW) 방향 거리 4
3849,e7,53,,남서(SW) 방향 거리 5
3850,e7,54,,남서(SW) 방향 거리 6
3851,e7,55,,남서(SW) 방향 거리 7
3852,e7,56,,"나이트 이동 (+1,+2)"
3853,e7,57,e7g8,"나이트 이동 (+2,+1)"
3854,e7,58,e7g6,"나이트 이동 (+2,−1)"
3855,e7,59,e7f5,"나이트 이동 (+1,−2)"
3856,e7,60,e7d5,"나이트 이동 (−1,−2)"
3857,e7,61,e7c6,"나이트 이동 (−2,−1)"
3858,e7,62,e7c8,"나이트 이동 (−2,+1)"
3859,e7,63,,"나이트 이동 (−1,+2)"
3860,e7,64,e7e8=N,폰 직진 승격 → 나이트
3861,e7,65,e7e8=B,폰 직진 승격 → 비숍
3862,e7,66,e7e8=R,폰 직진 승격 → 룩
3863,e7,67,e7f8=N,폰 대각선 우 승격 → 나이트
3864,e7,68,e7f8=B,폰 대각선 우 승격 → 비숍
3865,e7,69,e7f8=R,폰 대각선 우 승격 → 룩
3866,e7,70,e7d8=N,폰 대각선 좌 승격 → 나이트
3867,e7,71,e7d8=B,폰 대각선 좌 승격 → 비숍
3868,e7,72,e7d8=R,폰 대각선 좌 승격 → 룩
3869,f7,0,f7f8,북(N) 방향 거리 1
3870,f7,1,,북(N) 방향 거리 2
3871,f7,2,,북(N) 방향 거리 3
3872,f7,3,,북(N) 방향 거리 4
3873,f7,4,,북(N) 방향 거리 5
3874,f7,5,,북(N) 방향 거리 6
3875,f7,6,,북(N) 방향 거리 7
3876,f7,7,f7g7,동(E) 방향 거리 1
3877,f7,8,f7h7,동(E) 방향 거리 2
3878,f7,9,,동(E) 방향 거리 3
3879,f7,10,,동(E) 방향 거리 4
3880,f7,11,,동(E) 방향 거리 5
3881,f7,12,,동(E) 방향 거리 6
3882,f7,13,,동(E) 방향 거리 7
3883,f7,14,f7f6,남(S) 방향 거리 1
3884,f7,15,f7f5,남(S) 방향 거리 2
3885,f7,16,f7f4,남(S) 방향 거리 3
3886,f7,17,f7f3,남(S) 방향 거리 4
3887,f7,18,f7f2,남(S) 방향 거리 5
3888,f7,19,f7f1,남(S) 방향 거리 6
3889,f7,20,,남(S) 방향 거리 7
3890,f7,21,f7e7,서(W) 방향 거리 1
3891,f7,22,f7d7,서(W) 방향 거리 2
3892,f7,23,f7c7,서(W) 방향 거리 3
3893,f7,24,f7b7,서(W) 방향 거리 4
3894,f7,25,f7a7,서(W) 방향 거리 5
3895,f7,26,,서(W) 방향 거리 6
3896,f7,27,,서(W) 방향 거리 7
3897,f7,28,f7g8,북동(NE) 방향 거리 1
3898,f7,29,,북동(NE) 방향 거리 2
3899,f7,30,,북동(NE) 방향 거리 3
3900,f7,31,,북동(NE) 방향 거리 4
3901,f7,32,,북동(NE) 방향 거리 5
3902,f7,33,,북동(NE) 방향 거리 6
3903,f7,34,,북동(NE) 방향 거리 7
3904,f7,35,f7e8,북서(NW) 방향 거리 1
3905,f7,36,,북서(NW) 방향 거리 2
3906,f7,37,,북서(NW) 방향 거리 3
3907,f7,38,,북서(NW) 방향 거리 4
3908,f7,39,,북서(NW) 방향 거리 5
3909,f7,40,,북서(NW) 방향 거리 6
3910,f7,41,,북서(NW) 방향 거리 7
3911,f7,42,f7g6,남동(SE) 방향 거리 1
3912,f7,43,f7h5,남동(SE) 방향 거리 2
3913,f7,44,,남동(SE) 방향 거리 3
3914,f7,45,,남동(SE) 방향 거리 4
3915,f7,46,,남동(SE) 방향 거리 5
3916,f7,47,,남동(SE) 방향 거리 6
3917,f7,48,,남동(SE) 방향 거리 7
3918,f7,49,f7e6,남서(SW) 방향 거리 1
3919,f7,50,f7d5,남서(SW) 방향 거리 2
3920,f7,51,f7c4,남서(SW) 방향 거리 3
3921,f7,52,f7b3,남서(SW) 방향 거리 4
3922,f7,53,f7a2,남서(SW) 방향 거리 5
3923,f7,54,,남서(SW) 방향 거리 6
3924,f7,55,,남서(SW) 방향 거리 7
3925,f7,56,,"나이트 이동 (+1,+2)"
3926,f7,57,f7h8,"나이트 이동 (+2,+1)"
3927,f7,58,f7h6,"나이트 이동 (+2,−1)"
3928,f7,59,f7g5,"나이트 이동 (+1,−2)"
3929,f7,60,f7e5,"나이트 이동 (−1,−2)"
3930,f7,61,f7d6,"나이트 이동 (−2,−1)"
3931,f7,62,f7d8,"나이트 이동 (−2,+1)"
3932,f7,63,,"나이트 이동 (−1,+2)"
3933,f7,64,f7f8=N,폰 직진 승격 → 나이트
3934,f7,65,f7f8=B,폰 직진 승격 → 비숍
3935,f7,66,f7f8=R,폰 직진 승격 → 룩
3936,f7,67,f7g8=N,폰 대각선 우 승격 → 나이트
3937,f7,68,f7g8=B,폰 대각선 우 승격 → 비숍
3938,f7,69,f7g8=R,폰 대각선 우 승격 → 룩
3939,f7,70,f7e8=N,폰 대각선 좌 승격 → 나이트
3940,f7,71,f7e8=B,폰 대각선 좌 승격 → 비숍
3941,f7,72,f7e8=R,폰 대각선 좌 승격 → 룩
3942,g7,0,g7g8,북(N) 방향 거리 1
3943,g7,1,,북(N) 방향 거리 2
3944,g7,2,,북(N) 방향 거리 3
3945,g7,3,,북(N) 방향 거리 4
3946,g7,4,,북(N) 방향 거리 5
3947,g7,5,,북(N) 방향 거리 6
3948,g7,6,,북(N) 방향 거리 7
3949,g7,7,g7h7,동(E) 방향 거리 1
3950,g7,8,,동(E) 방향 거리 2
3951,g7,9,,동(E) 방향 거리 3
3952,g7,10,,동(E) 방향 거리 4
3953,g7,11,,동(E) 방향 거리 5
3954,g7,12,,동(E) 방향 거리 6
3955,g7,13,,동(E) 방향 거리 7
3956,g7,14,g7g6,남(S) 방향 거리 1
3957,g7,15,g7g5,남(S) 방향 거리 2
3958,g7,16,g7g4,남(S) 방향 거리 3
3959,g7,17,g7g3,남(S) 방향 거리 4
3960,g7,18,g7g2,남(S) 방향 거리 5
3961,g7,19,g7g1,남(S) 방향 거리 6
3962,g7,20,,남(S) 방향 거리 7
3963,g7,21,g7f7,서(W) 방향 거리 1
3964,g7,22,g7e7,서(W) 방향 거리 2
3965,g7,23,g7d7,서(W) 방향 거리 3
3966,g7,24,g7c7,서(W) 방향 거리 4
3967,g7,25,g7b7,서(W) 방향 거리 5
3968,g7,26,g7a7,서(W) 방향 거리 6
3969,g7,27,,서(W) 방향 거리 7
3970,g7,28,g7h8,북동(NE) 방향 거리 1
3971,g7,29,,북동(NE) 방향 거리 2
3972,g7,30,,북동(NE) 방향 거리 3
3973,g7,31,,북동(NE) 방향 거리 4
3974,g7,32,,북동(NE) 방향 거리 5
3975,g7,33,,북동(NE) 방향 거리 6
3976,g7,34,,북동(NE) 방향 거리 7
3977,g7,35,g7f8,북서(NW) 방향 거리 1
3978,g7,36,,북서(NW) 방향 거리 2
3979,g7,37,,북서(NW) 방향 거리 3
3980,g7,38,,북서(NW) 방향 거리 4
3981,g7,39,,북서(NW) 방향 거리 5
3982,g7,40,,북서(NW) 방향 거리 6
3983,g7,41,,북서(NW) 방향 거리 7
3984,g7,42,g7h6,남동(SE) 방향 거리 1
3985,g7,43,,남동(SE) 방향 거리 2
3986,g7,44,,남동(SE) 방향 거리 3
3987,g7,45,,남동(SE) 방향 거리 4
3988,g7,46,,남동(SE) 방향 거리 5
3989,g7,47,,남동(SE) 방향 거리 6
3990,g7,48,,남동(SE) 방향 거리 7
3991,g7,49,g7f6,남서(SW) 방향 거리 1
3992,g7,50,g7e5,남서(SW) 방향 거리 2
3993,g7,51,g7d4,남서(SW) 방향 거리 3
3994,g7,52,g7c3,남서(SW) 방향 거리 4
3995,g7,53,g7b2,남서(SW) 방향 거리 5
3996,g7,54,g7a1,남서(SW) 방향 거리 6
3997,g7,55,,남서(SW) 방향 거리 7
3998,g7,56,,"나이트 이동 (+1,+2)"
3999,g7,57,,"나이트 이동 (+2,+1)"
4000,g7,58,,"나이트 이동 (+2,−1)"
4001,g7,59,g7h5,"나이트 이동 (+1,−2)"
4002,g7,60,g7f5,"나이트 이동 (−1,−2)"
4003,g7,61,g7e6,"나이트 이동 (−2,−1)"
4004,g7,62,g7e8,"나이트 이동 (−2,+1)"
4005,g7,63,,"나이트 이동 (−1,+2)"
4006,g7,64,g7g8=N,폰 직진 승격 → 나이트
4007,g7,65,g7g8=B,폰 직진 승격 → 비숍
4008,g7,66,g7g8=R,폰 직진 승격 → 룩
4009,g7,67,g7h8=N,폰 대각선 우 승격 → 나이트
4010,g7,68,g7h8=B,폰 대각선 우 승격 → 비숍
4011,g7,69,g7h8=R,폰 대각선 우 승격 → 룩
4012,g7,70,g7f8=N,폰 대각선 좌 승격 → 나이트
4013,g7,71,g7f8=B,폰 대각선 좌 승격 → 비숍
4014,g7,72,g7f8=R,폰 대각선 좌 승격 → 룩
4015,h7,0,h7h8,북(N) 방향 거리 1
4016,h7,1,,북(N) 방향 거리 2
4017,h7,2,,북(N) 방향 거리 3
4018,h7,3,,북(N) 방향 거리 4
4019,h7,4,,북(N) 방향 거리 5
4020,h7,5,,북(N) 방향 거리 6
4021,h7,6,,북(N) 방향 거리 7
4022,h7,7,,동(E) 방향 거리 1
4023,h7,8,,동(E) 방향 거리 2
4024,h7,9,,동(E) 방향 거리 3
4025,h7,10,,동(E) 방향 거리 4
4026,h7,11,,동(E) 방향 거리 5
4027,h7,12,,동(E) 방향 거리 6
4028,h7,13,,동(E) 방향 거리 7
4029,h7,14,h7h6,남(S) 방향 거리 1
4030,h7,15,h7h5,남(S) 방향 거리 2
4031,h7,16,h7h4,남(S) 방향 거리 3
4032,h7,17,h7h3,남(S) 방향 거리 4
4033,h7,18,h7h2,남(S) 방향 거리 5
4034,h7,19,h7h1,남(S) 방향 거리 6
4035,h7,20,,남(S) 방향 거리 7
4036,h7,21,h7g7,서(W) 방향 거리 1
4037,h7,22,h7f7,서(W) 방향 거리 2
4038,h7,23,h7e7,서(W) 방향 거리 3
4039,h7,24,h7d7,서(W) 방향 거리 4
4040,h7,25,h7c7,서(W) 방향 거리 5
4041,h7,26,h7b7,서(W) 방향 거리 6
4042,h7,27,h7a7,서(W) 방향 거리 7
4043,h7,28,,북동(NE) 방향 거리 1
4044,h7,29,,북동(NE) 방향 거리 2
